locus_tag	ftype	length_bp	gene	EC_number	COG	product
PDJKFJDK_00391	CDS	141				hypothetical protein
PDJKFJDK_00392	CDS	150				hypothetical protein
PDJKFJDK_00393	CDS	495				hypothetical protein
PDJKFJDK_00394	tRNA	75				tRNA-Gly(ccc)
PDJKFJDK_00395	CDS	510				hypothetical protein
PDJKFJDK_00396	CDS	1299	glnT	6.3.1.2		Glutamine synthetase
PDJKFJDK_00397	CDS	1338	fni	5.3.3.2		Isopentenyl-diphosphate delta-isomerase
PDJKFJDK_00398	CDS	690				hypothetical protein
PDJKFJDK_00399	CDS	936	purF_1	2.4.2.14		Amidophosphoribosyltransferase
PDJKFJDK_00400	CDS	999	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
PDJKFJDK_00401	CDS	1251	soxB_1	1.5.3.1		Sarcosine oxidase subunit beta
PDJKFJDK_00402	CDS	288	soxD_1	1.5.3.1		Sarcosine oxidase subunit delta
PDJKFJDK_00403	CDS	3030	soxA_1	1.5.3.1		Sarcosine oxidase subunit alpha
PDJKFJDK_00404	CDS	639				hypothetical protein
PDJKFJDK_00405	CDS	633				hypothetical protein
PDJKFJDK_00406	CDS	1626				Blue-light-activated protein
PDJKFJDK_00407	CDS	1404	lpd3	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase 3
PDJKFJDK_00408	CDS	1194				hypothetical protein
PDJKFJDK_00409	tRNA	79				tRNA-Ser(cga)
PDJKFJDK_00410	CDS	2991	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
PDJKFJDK_00411	CDS	885	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
PDJKFJDK_00412	CDS	1197	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
PDJKFJDK_00413	CDS	963	mdh	1.1.1.37	COG0039	Malate dehydrogenase
PDJKFJDK_00414	CDS	726				hypothetical protein
PDJKFJDK_00415	CDS	1740	aroB	4.2.3.4		3-dehydroquinate synthase
PDJKFJDK_00416	CDS	1278	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
PDJKFJDK_00417	CDS	1620	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
PDJKFJDK_00418	CDS	606	recR		COG0353	Recombination protein RecR
PDJKFJDK_00419	CDS	1275				hypothetical protein
PDJKFJDK_00420	CDS	516	def	3.5.1.88	COG0242	Peptide deformylase
PDJKFJDK_00421	CDS	942	fmt_1	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
PDJKFJDK_00422	CDS	759	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
PDJKFJDK_00423	CDS	1164	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
PDJKFJDK_00424	CDS	828	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
PDJKFJDK_00425	CDS	876				hypothetical protein
PDJKFJDK_00426	CDS	2424	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
PDJKFJDK_00427	CDS	1080	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
PDJKFJDK_00428	CDS	366	rplT		COG0292	50S ribosomal protein L20
PDJKFJDK_00429	CDS	204	rpmI		COG0291	50S ribosomal protein L35
PDJKFJDK_00430	CDS	1134	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PDJKFJDK_00431	CDS	2337				hypothetical protein
PDJKFJDK_00432	CDS	1083				hypothetical protein
PDJKFJDK_00433	CDS	276				hypothetical protein
PDJKFJDK_00434	CDS	522	infC			Translation initiation factor IF-3
PDJKFJDK_00435	CDS	1230	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PDJKFJDK_00436	CDS	786				hypothetical protein
PDJKFJDK_00437	CDS	285				hypothetical protein
PDJKFJDK_00438	CDS	432	ibpA_1		COG0071	Small heat shock protein IbpA
PDJKFJDK_00439	CDS	483				hypothetical protein
PDJKFJDK_00440	CDS	702	tolQ_1			Tol-Pal system protein TolQ
PDJKFJDK_00441	CDS	462	exbD_1		COG0848	Biopolymer transport protein ExbD
PDJKFJDK_00442	CDS	1101				hypothetical protein
PDJKFJDK_00443	CDS	570				hypothetical protein
PDJKFJDK_00444	CDS	327				hypothetical protein
PDJKFJDK_00445	CDS	141				hypothetical protein
PDJKFJDK_00446	CDS	240				hypothetical protein
PDJKFJDK_00447	CDS	375				hypothetical protein
PDJKFJDK_00448	CDS	348				hypothetical protein
PDJKFJDK_00449	CDS	1893	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
PDJKFJDK_00450	CDS	264				hypothetical protein
PDJKFJDK_00451	CDS	681				hypothetical protein
PDJKFJDK_00452	CDS	1146	ctaA	1.3.-.-	COG1612	Heme A synthase
PDJKFJDK_00453	CDS	207				hypothetical protein
PDJKFJDK_00454	CDS	438				hypothetical protein
PDJKFJDK_00455	CDS	426				hypothetical protein
PDJKFJDK_00456	CDS	1053				hypothetical protein
PDJKFJDK_00457	CDS	1203				hypothetical protein
PDJKFJDK_00458	CDS	216				hypothetical protein
PDJKFJDK_00459	CDS	3753	metH	2.1.1.13	COG0646	Methionine synthase
PDJKFJDK_00460	CDS	933	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
PDJKFJDK_00461	CDS	1053	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
PDJKFJDK_00462	CDS	1215				hypothetical protein
PDJKFJDK_00463	CDS	1329	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
PDJKFJDK_00464	CDS	2007	kup_2			Low affinity potassium transport system protein kup
PDJKFJDK_00465	CDS	2241	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
PDJKFJDK_00466	CDS	510				hypothetical protein
PDJKFJDK_00467	CDS	1119	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
PDJKFJDK_00468	CDS	939	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
PDJKFJDK_00469	CDS	945				hypothetical protein
PDJKFJDK_00470	CDS	1104				hypothetical protein
PDJKFJDK_00471	CDS	345				hypothetical protein
PDJKFJDK_00472	CDS	567				hypothetical protein
PDJKFJDK_00473	CDS	1032				hypothetical protein
PDJKFJDK_00474	CDS	903	parB			Chromosome-partitioning protein ParB
PDJKFJDK_00475	CDS	861	parA			Chromosome partitioning protein ParA
PDJKFJDK_00476	CDS	636	rsmG	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
PDJKFJDK_00477	CDS	1875	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
PDJKFJDK_00478	CDS	309				hypothetical protein
PDJKFJDK_00479	CDS	1335	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
PDJKFJDK_00480	CDS	2619	leuS	6.1.1.4		Leucine--tRNA ligase
PDJKFJDK_00481	CDS	1128				hypothetical protein
PDJKFJDK_00482	CDS	732			COG0325	Pyridoxal phosphate homeostasis protein
PDJKFJDK_00483	CDS	594				hypothetical protein
PDJKFJDK_00484	CDS	687	walR		COG0745	Transcriptional regulatory protein WalR
PDJKFJDK_00485	CDS	468				hypothetical protein
PDJKFJDK_00486	CDS	843	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
PDJKFJDK_00487	CDS	879				hypothetical protein
PDJKFJDK_00488	CDS	879				hypothetical protein
PDJKFJDK_00489	CDS	1311				hypothetical protein
PDJKFJDK_00490	CDS	804				hypothetical protein
PDJKFJDK_00491	CDS	930	yegS_1	2.7.1.-		lipid kinase YegS
PDJKFJDK_00492	CDS	747				hypothetical protein
PDJKFJDK_00493	CDS	921				hypothetical protein
PDJKFJDK_00494	CDS	1734	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
PDJKFJDK_00495	CDS	1464	rho	3.6.4.-	COG1158	Transcription termination factor Rho
PDJKFJDK_00496	CDS	756				hypothetical protein
PDJKFJDK_00497	CDS	1257				hypothetical protein
PDJKFJDK_00498	CDS	720				hypothetical protein
PDJKFJDK_00499	CDS	507	secB		COG1952	Protein-export protein SecB
PDJKFJDK_00500	CDS	603				hypothetical protein
PDJKFJDK_00501	CDS	372	csaA		COG0073	putative chaperone CsaA
PDJKFJDK_00502	CDS	1512	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
PDJKFJDK_00503	CDS	813				hypothetical protein
PDJKFJDK_00504	CDS	387				hypothetical protein
PDJKFJDK_00505	CDS	408				hypothetical protein
PDJKFJDK_00506	CDS	480				hypothetical protein
PDJKFJDK_00507	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
PDJKFJDK_00508	CDS	2094	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
PDJKFJDK_00509	CDS	651	upp	2.4.2.9		Uracil phosphoribosyltransferase
PDJKFJDK_00510	CDS	1011	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
PDJKFJDK_00511	CDS	279				hypothetical protein
PDJKFJDK_00512	CDS	912	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
PDJKFJDK_00513	CDS	954	etfA		COG2025	Electron transfer flavoprotein subunit alpha
PDJKFJDK_00514	CDS	750	etfB			Electron transfer flavoprotein subunit beta
PDJKFJDK_00515	CDS	573		2.5.1.17	COG2096	Corrinoid adenosyltransferase
PDJKFJDK_00516	CDS	639				hypothetical protein
PDJKFJDK_00517	CDS	480				hypothetical protein
PDJKFJDK_00518	CDS	186				hypothetical protein
PDJKFJDK_00519	CDS	2721				hypothetical protein
PDJKFJDK_00520	CDS	1095	uvsE	3.-.-.-		UV DNA damage endonuclease
PDJKFJDK_00521	CDS	1020	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
PDJKFJDK_00522	CDS	726	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
PDJKFJDK_00523	CDS	858	cheR1	2.1.1.80		Chemotaxis protein methyltransferase 1
PDJKFJDK_00524	CDS	1149	cheB_1	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
PDJKFJDK_00525	CDS	423	cheY_1		COG0784	Chemotaxis protein CheY
PDJKFJDK_00526	CDS	480	cheW		COG0835	Chemotaxis protein CheW
PDJKFJDK_00527	CDS	2742	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
PDJKFJDK_00528	CDS	753	chpT	2.7.99.-		Protein phosphotransferase ChpT
PDJKFJDK_00529	CDS	921	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
PDJKFJDK_00530	tRNA	71				tRNA-Phe(gaa)
PDJKFJDK_00531	CDS	525				hypothetical protein
PDJKFJDK_00532	CDS	750				hypothetical protein
PDJKFJDK_00533	CDS	492	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
PDJKFJDK_00534	CDS	201				hypothetical protein
PDJKFJDK_00535	CDS	624				hypothetical protein
PDJKFJDK_00536	CDS	345				hypothetical protein
PDJKFJDK_00537	CDS	699	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
PDJKFJDK_00538	CDS	1431				hypothetical protein
PDJKFJDK_00539	CDS	702				hypothetical protein
PDJKFJDK_00540	CDS	1476	zwf_2	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
PDJKFJDK_00541	CDS	1368				hypothetical protein
PDJKFJDK_00542	CDS	1584				hypothetical protein
PDJKFJDK_00543	CDS	1101	yehL		COG0714	putative protein YehL
PDJKFJDK_00544	CDS	2322				hypothetical protein
PDJKFJDK_00545	CDS	1167				hypothetical protein
PDJKFJDK_00546	CDS	1089				hypothetical protein
PDJKFJDK_00547	CDS	660				hypothetical protein
PDJKFJDK_00548	CDS	1707	mqo	1.1.5.4	COG0579	Malate:quinone oxidoreductase
PDJKFJDK_00549	CDS	1131				hypothetical protein
PDJKFJDK_00550	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
PDJKFJDK_00551	CDS	1023	caiE			Carnitine operon protein CaiE
PDJKFJDK_00552	CDS	990				hypothetical protein
PDJKFJDK_00553	CDS	687				hypothetical protein
PDJKFJDK_00554	CDS	3417	aas	6.2.1.20		Bifunctional protein Aas
PDJKFJDK_00555	CDS	627				hypothetical protein
PDJKFJDK_00556	CDS	888				hypothetical protein
PDJKFJDK_00557	CDS	1179	hisZ			ATP phosphoribosyltransferase regulatory subunit
PDJKFJDK_00558	CDS	978	hisG	2.4.2.17		ATP phosphoribosyltransferase
PDJKFJDK_00559	CDS	342				hypothetical protein
PDJKFJDK_00560	CDS	441				hypothetical protein
PDJKFJDK_00561	CDS	450				hypothetical protein
PDJKFJDK_00562	CDS	1071	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
PDJKFJDK_00563	CDS	831	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
PDJKFJDK_00564	CDS	1137				hypothetical protein
PDJKFJDK_00565	CDS	615	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
PDJKFJDK_00566	CDS	1011	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
PDJKFJDK_00567	CDS	837	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
PDJKFJDK_00568	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
PDJKFJDK_00569	CDS	711	polC	2.7.7.7		DNA polymerase III PolC-type
PDJKFJDK_00570	CDS	450				hypothetical protein
PDJKFJDK_00571	CDS	1269				hypothetical protein
PDJKFJDK_00572	CDS	456				hypothetical protein
PDJKFJDK_00573	CDS	882				hypothetical protein
PDJKFJDK_00574	CDS	708	ampC	3.5.2.6		Beta-lactamase
PDJKFJDK_00575	CDS	411				hypothetical protein
PDJKFJDK_00576	CDS	2913	secA_2		COG0653	Protein translocase subunit SecA
PDJKFJDK_00577	CDS	903	prsA	5.2.1.8		Foldase protein PrsA
PDJKFJDK_00578	CDS	204				hypothetical protein
PDJKFJDK_00579	CDS	1413				hypothetical protein
PDJKFJDK_00580	CDS	705	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
PDJKFJDK_00581	CDS	1503	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
PDJKFJDK_00582	CDS	972	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
PDJKFJDK_00583	CDS	1071	hemH	4.99.1.1	COG0276	Ferrochelatase
PDJKFJDK_00584	CDS	570	atpH		COG0712	ATP synthase subunit delta
PDJKFJDK_00585	CDS	1530	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
PDJKFJDK_00586	CDS	891	atpG		COG0224	ATP synthase gamma chain
PDJKFJDK_00587	CDS	1458	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
PDJKFJDK_00588	CDS	252				hypothetical protein
PDJKFJDK_00589	CDS	402	atpC		COG0355	ATP synthase epsilon chain
PDJKFJDK_00590	CDS	1275	cca	2.7.7.72		CCA-adding enzyme
PDJKFJDK_00591	CDS	258				hypothetical protein
PDJKFJDK_00592	CDS	684	nudL	3.6.1.-		putative Nudix hydrolase NudL
PDJKFJDK_00593	CDS	582				hypothetical protein
PDJKFJDK_00594	CDS	435				hypothetical protein
PDJKFJDK_00595	CDS	1011				hypothetical protein
PDJKFJDK_00596	CDS	915				hypothetical protein
PDJKFJDK_00597	CDS	2847				hypothetical protein
PDJKFJDK_00598	CDS	2091				hypothetical protein
PDJKFJDK_00599	CDS	3279	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
PDJKFJDK_00600	CDS	2082				hypothetical protein
PDJKFJDK_00601	CDS	885		3.3.2.10		Soluble epoxide hydrolase
PDJKFJDK_00602	CDS	447				hypothetical protein
PDJKFJDK_00603	CDS	270				hypothetical protein
PDJKFJDK_00604	CDS	540	fae_1	4.2.1.147	COG1795	5,6,7,8-tetrahydromethanopterin hydro-lyase
PDJKFJDK_00605	CDS	252				hypothetical protein
PDJKFJDK_00606	CDS	393				hypothetical protein
PDJKFJDK_00607	CDS	1824				hypothetical protein
PDJKFJDK_00608	CDS	603	cobO	2.5.1.17		Corrinoid adenosyltransferase
PDJKFJDK_00609	CDS	510	cobP	2.7.1.156		Bifunctional adenosylcobalamin biosynthesis protein CobP
PDJKFJDK_00610	CDS	180				hypothetical protein
PDJKFJDK_00611	CDS	774				hypothetical protein
PDJKFJDK_00612	CDS	414				hypothetical protein
PDJKFJDK_00613	CDS	1035	yjiA_1	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
PDJKFJDK_00614	CDS	897				hypothetical protein
PDJKFJDK_00615	CDS	3360				hypothetical protein
PDJKFJDK_00616	CDS	1296				hypothetical protein
PDJKFJDK_00617	CDS	633	cobH	5.4.99.61		Precorrin-8X methylmutase
PDJKFJDK_00618	CDS	798	cobI	2.1.1.130		Precorrin-2 C(20)-methyltransferase
PDJKFJDK_00619	CDS	762	cobJ	2.1.1.131		Precorrin-3B C(17)-methyltransferase
PDJKFJDK_00620	CDS	429				hypothetical protein
PDJKFJDK_00621	CDS	1266				hypothetical protein
PDJKFJDK_00622	CDS	1173				hypothetical protein
PDJKFJDK_00623	CDS	471				hypothetical protein
PDJKFJDK_00624	CDS	1269				hypothetical protein
PDJKFJDK_00625	CDS	849				hypothetical protein
PDJKFJDK_00626	CDS	756				hypothetical protein
PDJKFJDK_00627	CDS	576				hypothetical protein
PDJKFJDK_00628	CDS	342				hypothetical protein
PDJKFJDK_00629	CDS	420				hypothetical protein
PDJKFJDK_00630	CDS	411				hypothetical protein
PDJKFJDK_00631	CDS	327				hypothetical protein
PDJKFJDK_00632	CDS	231				hypothetical protein
PDJKFJDK_00633	CDS	630				hypothetical protein
PDJKFJDK_00634	CDS	642				hypothetical protein
PDJKFJDK_00635	CDS	894				hypothetical protein
PDJKFJDK_00636	CDS	465				hypothetical protein
PDJKFJDK_00637	CDS	3903				hypothetical protein
PDJKFJDK_00638	CDS	1083				hypothetical protein
PDJKFJDK_00639	CDS	564				hypothetical protein
PDJKFJDK_00640	CDS	591				hypothetical protein
PDJKFJDK_00641	CDS	354				hypothetical protein
PDJKFJDK_00642	CDS	252				hypothetical protein
PDJKFJDK_00643	CDS	372				hypothetical protein
PDJKFJDK_00644	CDS	678	phoP_1			Transcriptional regulatory protein PhoP
PDJKFJDK_00645	CDS	216		3.1.-.-	COG3742	Ribonuclease VapC42
PDJKFJDK_00646	CDS	171				hypothetical protein
PDJKFJDK_00647	CDS	228				hypothetical protein
PDJKFJDK_00648	CDS	1416	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
PDJKFJDK_00649	CDS	1563				hypothetical protein
PDJKFJDK_00650	CDS	534	ccmE		COG2332	Cytochrome c-type biogenesis protein CcmE
PDJKFJDK_00651	CDS	2001	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
PDJKFJDK_00652	CDS	462	ccmH		COG3088	Cytochrome c-type biogenesis protein CcmH
PDJKFJDK_00653	CDS	678				hypothetical protein
PDJKFJDK_00654	CDS	1014				hypothetical protein
PDJKFJDK_00655	CDS	741				hypothetical protein
PDJKFJDK_00656	CDS	612	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
PDJKFJDK_00657	CDS	2217				hypothetical protein
PDJKFJDK_00658	CDS	636				hypothetical protein
PDJKFJDK_00659	CDS	801				hypothetical protein
PDJKFJDK_00660	CDS	321	gdx		COG2076	Guanidinium exporter
PDJKFJDK_00661	CDS	660				hypothetical protein
PDJKFJDK_00662	CDS	2283	mtgA_2	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
PDJKFJDK_00663	CDS	5319	yfhM		COG2373	Alpha-2-macroglobulin
PDJKFJDK_00664	CDS	1494				hypothetical protein
PDJKFJDK_00665	CDS	156				hypothetical protein
PDJKFJDK_00666	CDS	1047	cysK_1	2.5.1.47		Cysteine synthase
PDJKFJDK_00667	CDS	234				hypothetical protein
PDJKFJDK_00668	CDS	198				hypothetical protein
PDJKFJDK_00669	CDS	1353	dctM		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
PDJKFJDK_00670	CDS	735				hypothetical protein
PDJKFJDK_00671	CDS	1023			COG1638	Solute-binding protein
PDJKFJDK_00672	CDS	672				hypothetical protein
PDJKFJDK_00673	CDS	1398				hypothetical protein
PDJKFJDK_00674	CDS	1473	oprB_1		COG3659	Porin B
PDJKFJDK_00675	CDS	402		3.1.-.-	COG3742	Ribonuclease VapC30
PDJKFJDK_00676	CDS	243				hypothetical protein
PDJKFJDK_00677	CDS	2148	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
PDJKFJDK_00678	CDS	357				hypothetical protein
PDJKFJDK_00679	CDS	648				hypothetical protein
PDJKFJDK_00680	CDS	525				hypothetical protein
PDJKFJDK_00681	CDS	1059				hypothetical protein
PDJKFJDK_00682	CDS	414				hypothetical protein
PDJKFJDK_00683	CDS	1305				hypothetical protein
PDJKFJDK_00684	CDS	564	ecfG			ECF RNA polymerase sigma factor EcfG
PDJKFJDK_00685	CDS	771				hypothetical protein
PDJKFJDK_00686	CDS	894				hypothetical protein
PDJKFJDK_00687	CDS	3912	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PDJKFJDK_00688	CDS	450	argP			HTH-type transcriptional regulator ArgP
PDJKFJDK_00689	CDS	174				hypothetical protein
PDJKFJDK_00690	CDS	777	sotB			sugar efflux transporter
PDJKFJDK_00691	CDS	651	rutB_1	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
PDJKFJDK_00692	CDS	879				hypothetical protein
PDJKFJDK_00693	CDS	843				hypothetical protein
PDJKFJDK_00694	CDS	753	ypdB		COG3279	Transcriptional regulatory protein YpdB
PDJKFJDK_00695	CDS	1077				hypothetical protein
PDJKFJDK_00696	CDS	1245	bepF_1			Efflux pump periplasmic linker BepF
PDJKFJDK_00697	CDS	3168	bepE			Efflux pump membrane transporter BepE
PDJKFJDK_00698	CDS	3408				hypothetical protein
PDJKFJDK_00699	CDS	135				hypothetical protein
PDJKFJDK_00700	CDS	2892				hypothetical protein
PDJKFJDK_00701	CDS	366				hypothetical protein
PDJKFJDK_00702	CDS	267	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
PDJKFJDK_00703	CDS	513				hypothetical protein
PDJKFJDK_00704	CDS	627				hypothetical protein
PDJKFJDK_00705	CDS	630	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
PDJKFJDK_00706	CDS	855	ygfZ			tRNA-modifying protein YgfZ
PDJKFJDK_00707	CDS	1338	lhyD	3.5.2.-		L-hydantoinase
PDJKFJDK_00708	CDS	255				hypothetical protein
PDJKFJDK_00709	CDS	456				hypothetical protein
PDJKFJDK_00710	CDS	510				hypothetical protein
PDJKFJDK_00711	CDS	1146				hypothetical protein
PDJKFJDK_00712	CDS	753	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PDJKFJDK_00713	CDS	384	cckA_1			Sensor kinase CckA
PDJKFJDK_00714	CDS	645	pdxH_1	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
PDJKFJDK_00715	CDS	543				hypothetical protein
PDJKFJDK_00716	CDS	936	cbpA_1		COG2214	Curved DNA-binding protein
PDJKFJDK_00717	CDS	828	fabI_1	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
PDJKFJDK_00718	CDS	690	yiiM		COG2258	Protein YiiM
PDJKFJDK_00719	CDS	1167				hypothetical protein
PDJKFJDK_00720	CDS	318				hypothetical protein
PDJKFJDK_00721	CDS	1005				hypothetical protein
PDJKFJDK_00722	CDS	597	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
PDJKFJDK_00723	CDS	135				hypothetical protein
PDJKFJDK_00724	CDS	1098	xerC_3		COG4973	Tyrosine recombinase XerC
PDJKFJDK_00725	CDS	396	gloA_1	4.4.1.5	COG0346	Lactoylglutathione lyase
PDJKFJDK_00726	CDS	372				hypothetical protein
PDJKFJDK_00727	CDS	765				hypothetical protein
PDJKFJDK_00728	CDS	2514	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
PDJKFJDK_00729	CDS	318				hypothetical protein
PDJKFJDK_00730	CDS	2691	mutS		COG0249	DNA mismatch repair protein MutS
PDJKFJDK_00731	CDS	2175	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
PDJKFJDK_00732	CDS	600		1.6.5.2		NAD(P)H dehydrogenase (quinone)
PDJKFJDK_00733	CDS	933				hypothetical protein
PDJKFJDK_00734	CDS	699				hypothetical protein
PDJKFJDK_00735	CDS	591				hypothetical protein
PDJKFJDK_00736	CDS	1479	ydjE			Inner membrane metabolite transport protein YdjE
PDJKFJDK_00737	CDS	291				hypothetical protein
PDJKFJDK_00738	CDS	1095				hypothetical protein
PDJKFJDK_00739	CDS	924	oppB		COG0601	Oligopeptide transport system permease protein OppB
PDJKFJDK_00740	CDS	1629	oppA		COG4166	Periplasmic oligopeptide-binding protein
PDJKFJDK_00741	CDS	438				hypothetical protein
PDJKFJDK_00742	CDS	453				hypothetical protein
PDJKFJDK_00743	CDS	717	ribD2	1.1.1.302	COG1985	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase
PDJKFJDK_00744	CDS	1032				hypothetical protein
PDJKFJDK_00745	CDS	351				hypothetical protein
PDJKFJDK_00746	CDS	1902	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
PDJKFJDK_00747	CDS	1227	mcd_2	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
PDJKFJDK_00748	CDS	1986	mutL			DNA mismatch repair protein MutL
PDJKFJDK_00749	CDS	498				hypothetical protein
PDJKFJDK_00750	CDS	489	ibpA_2		COG0071	Small heat shock protein IbpA
PDJKFJDK_00751	CDS	651	pcm_1	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
PDJKFJDK_00752	CDS	162				hypothetical protein
PDJKFJDK_00753	CDS	327				hypothetical protein
PDJKFJDK_00754	CDS	2229				hypothetical protein
PDJKFJDK_00755	CDS	543				hypothetical protein
PDJKFJDK_00756	CDS	3261	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
PDJKFJDK_00757	CDS	597	pdxH_2	1.4.3.5		Pyridoxine/pyridoxamine 5'-phosphate oxidase
PDJKFJDK_00758	CDS	381				hypothetical protein
PDJKFJDK_00759	CDS	945				hypothetical protein
